Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
Freshman Biology SeminarSeminar,Biology,12,BIOL,190,1,45085,634,Sarah Bittick,F,Westchester,Classroom Based Course
Indep Res with FacultyLecture,Biology,12,BIOL,196,1,46406,402,Kristen Covino,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,2,46407,180,Deepa Dabir,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,3,46408,365,Kam Dahlquist,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,4,46409,574,Philippa Drennan,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,5,46410,,,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,6,46411,147,Cory Evans,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,7,46412,492,Maxellende Ezin,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,8,46413,537,Nancy Fujishige,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,9,46414,517,Michelle Lum,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,10,46415,224,Eric Strauss,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,11,46416,105,Carl Urbinati,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,12,46417,461,Maria Vasquez,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,13,46418,110,Carolyn Viviano,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,14,46419,182,Demian Willette,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,196,15,46420,180,Deepa Dabir,NA,Westchester,Other
Independent Research With FacultyLecture,Biology,12,BIOL,196,16,48556,365,Kam Dahlquist,NA,Westchester,Other
Cell FunctionLecture,Biology,12,BIOL,201,1,40291,365,Kam Dahlquist,MWF,Westchester,Classroom Based Course
Cell FunctionLecture,Biology,12,BIOL,201,2,40129,126,Cheryl Hertz,MWF,Westchester,Classroom Based Course
Cell FunctionLecture,Biology,12,BIOL,201,3,40411,126,Cheryl Hertz,MWF,Westchester,Classroom Based Course
Medical MicrobiologyLecture,Biology,12,BIOL,216,1,44623,492,Maxellende Ezin,TT,Westchester,Classroom Based Course
Medical Microbiology LabLab,Biology,12,BIOL,217,1,44624,517,Michelle Lum,TT,Westchester,Classroom Based Course
Human Reprod/DevelopmentLecture,Biology,12,BIOL,271,1,48557,738,Wendy Binder,M,Westchester,Classroom Based Course
Biology InternshipLecture,Biology,12,BIOL,295,1,40319,634,Sarah Bittick,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,1,46424,402,Kristen Covino,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,2,46425,180,Deepa Dabir,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,3,46426,365,Kam Dahlquist,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,4,46427,574,Philippa Drennan,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,5,46428,,,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,6,46429,147,Cory Evans,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,7,46430,492,Maxellende Ezin,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,8,46431,537,Nancy Fujishige,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,9,46432,517,Michelle Lum,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,10,46433,224,Eric Strauss,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,11,46434,105,Carl Urbinati,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,12,46435,461,Maria Vasquez,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,13,46436,110,Carolyn Viviano,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,14,46437,182,Demian Willette,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,296,15,46438,224,Eric Strauss,NA,Westchester,Other
Independent Research with FacultyLecture,Biology,12,BIOL,296,16,48558,738,Wendy Binder,NA,Westchester,Other
Urban EcologyLecture,Biology,12,BIOL,321,1,40646,147,Cory Evans,TT,Westchester,Classroom Based Course
Comparative AnatomyLecture,Biology,12,BIOL,335,1,40307,147,Cory Evans,MWF,Westchester,Classroom Based Course
Developmental BiologyLecture,Biology,12,BIOL,343,1,46442,402,Kristen Covino,MWF,Westchester,Classroom Based Course
Developmental Biology LabLab,Biology,12,BIOL,344,1,46443,402,Kristen Covino,M,Westchester,Classroom Based Course
General PhysiologyLecture,Biology,12,BIOL,351,1,40132,574,Philippa Drennan,MWF,Westchester,Classroom Based Course
General Physiology LabLab,Biology,12,BIOL,352,1,41653,574,Philippa Drennan,Th,Westchester,Classroom Based Course
Plant PhysiologyLecture,Biology,12,BIOL,353,1,48559,574,Philippa Drennan,MWF,Westchester,Classroom Based Course
Plant Physiology LaboratoryLab,Biology,12,BIOL,354,1,48560,,,T,Westchester,Classroom Based Course
"Plants, Pharmacy, and MedicineLecture",Biology,12,BIOL,355,1,48561,126,Cheryl Hertz,MWF,Westchester,Classroom Based Course
General MicrobiologyLecture,Biology,12,BIOL,361,1,40137,126,Cheryl Hertz,MWF,Westchester,Classroom Based Course
General Microbiology LabLab,Biology,12,BIOL,362,1,40359,537,Nancy Fujishige,MW,Westchester,Classroom Based Course
General Microbiology LabLab,Biology,12,BIOL,362,2,46445,147,Cory Evans,TT,Westchester,Classroom Based Course
Plant BiotechnologyLecture,Biology,12,BIOL,370,1,45298,517,Michelle Lum,MW,Westchester,Classroom Based Course
Genetics LaboratoryLab,Biology,12,BIOL,376,1,46446,738,Wendy Binder,W,Westchester,Classroom Based Course
Biology InternshipLecture,Biology,12,BIOL,395,1,40320,634,Sarah Bittick,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,1,46447,402,Kristen Covino,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,2,46448,180,Deepa Dabir,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,3,46449,365,Kam Dahlquist,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,4,46450,574,Philippa Drennan,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,5,46451,,,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,6,46452,147,Cory Evans,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,7,46453,492,Maxellende Ezin,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,8,46454,537,Nancy Fujishige,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,9,46455,517,Michelle Lum,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,10,46456,224,Eric Strauss,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,11,46457,105,Carl Urbinati,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,12,46458,461,Maria Vasquez,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,13,46459,110,Carolyn Viviano,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,14,46460,182,Demian Willette,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,396,15,46461,105,Carl Urbinati,NA,Westchester,Other
Independent Research with FacultyLecture,Biology,12,BIOL,396,16,48562,182,Demian Willette,NA,Westchester,Other
SS: Protein Biotechnology LabLecture,Biology,12,BIOL,398,1,48563,634,Sarah Bittick,M,Westchester,Classroom Based Course
SS: Quant Biodiversity Fld LabLecture,Biology,12,BIOL,398,2,48564,461,Maria Vasquez,T,Westchester,Classroom Based Course
Marine Conservation BiolLecture,Biology,12,BIOL,423,1,48565,537,Nancy Fujishige,TT,Westchester,Classroom Based Course
Marine Physiology LaboratoryLab,Biology,12,BIOL,424,1,47848,105,Carl Urbinati,M,Westchester,Classroom Based Course
Molecular Biology ApplicationsLecture,Biology,12,BIOL,439,1,44626,402,Kristen Covino,TT,Westchester,Classroom Based Course
Molecular BiologyLecture,Biology,12,BIOL,443,1,46463,517,Michelle Lum,MWF,Westchester,Classroom Based Course
Behavioral EndocrinologyLecture,Biology,12,BIOL,446,1,48156,,,MWF,Westchester,Classroom Based Course
Environmental MicrobiologyLecture,Biology,12,BIOL,460,1,46464,,,TT,Westchester,Classroom Based Course
EpidemiologyLecture,Biology,12,BIOL,472,1,45088,365,Kam Dahlquist,T,Westchester,Classroom Based Course
EvolutionLecture,Biology,12,BIOL,475,1,48567,126,Cheryl Hertz,TT,Westchester,Classroom Based Course
Biol Tch: Cell FunctionLecture,Biology,12,BIOL,490,1,44627,738,Wendy Binder,NA,Westchester,Other
Biol Tch: Medical MicroLecture,Biology,12,BIOL,490,2,40140,147,Cory Evans,TT,Westchester,Classroom Based Course
Biol Tch: Comp Anatomy LabLecture,Biology,12,BIOL,490,3,40143,402,Kristen Covino,W,Westchester,Classroom Based Course
Biol Tch: Developmntl Biol LabLecture,Biology,12,BIOL,490,4,40141,574,Philippa Drennan,M,Westchester,Classroom Based Course
Biol Tch: Gen Physiology LabLecture,Biology,12,BIOL,490,5,40144,126,Cheryl Hertz,Th,Westchester,Classroom Based Course
Biol Tch: Plant Physiology LabLecture,Biology,12,BIOL,490,6,40146,126,Cheryl Hertz,T,Westchester,Classroom Based Course
Biol Tch: Microbiology Lab 01Lecture,Biology,12,BIOL,490,7,40142,147,Cory Evans,MW,Westchester,Classroom Based Course
Biol Tch: Microbiology Lab 02Lecture,Biology,12,BIOL,490,8,40250,105,Carl Urbinati,TT,Westchester,Classroom Based Course
Biol Tch: Genetics LabLecture,Biology,12,BIOL,490,9,44629,182,Demian Willette,W,Westchester,Classroom Based Course
Biol Tch: Protein Biotech LabLecture,Biology,12,BIOL,490,10,41654,461,Maria Vasquez,M,Westchester,Classroom Based Course
Biol Tch: Quant Biodiv Fld LabLecture,Biology,12,BIOL,490,11,44630,537,Nancy Fujishige,T,Westchester,Classroom Based Course
Biol Tch: Marine Physl Fld LabLecture,Biology,12,BIOL,490,12,44631,,,M,Westchester,Classroom Based Course
Biol Tch:Molcular Bio Apps LabLecture,Biology,12,BIOL,490,13,44825,517,Michelle Lum,TT,Westchester,Classroom Based Course
Biol Tch: Evolution LabLecture,Biology,12,BIOL,490,14,45627,182,Demian Willette,Th,Westchester,Classroom Based Course
Biol Tch: Lab PrepLecture,Biology,12,BIOL,490,15,48568,182,Demian Willette,NA,Westchester,Other
Biol Tch: Gen BiologyLecture,Biology,12,BIOL,490,16,48569,738,Wendy Binder,M,Westchester,Classroom Based Course
Freshman Biol Tch: Gen BiologyLecture,Biology,12,BIOL,491,1,45083,634,Sarah Bittick,M,Westchester,Classroom Based Course
Indep Res with FacultyLecture,Biology,12,BIOL,496,1,46467,402,Kristen Covino,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,2,46468,180,Deepa Dabir,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,3,46469,365,Kam Dahlquist,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,4,46470,574,Philippa Drennan,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,5,46471,,,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,6,46472,147,Cory Evans,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,7,46473,492,Maxellende Ezin,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,8,46474,537,Nancy Fujishige,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,9,46475,517,Michelle Lum,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,10,46476,224,Eric Strauss,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,11,46477,105,Carl Urbinati,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,12,46478,461,Maria Vasquez,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,13,46479,110,Carolyn Viviano,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,14,46480,182,Demian Willette,NA,Westchester,Other
Indep Res with FacultyLecture,Biology,12,BIOL,496,15,46481,182,Demian Willette,NA,Westchester,Other
Independent Research with FacultyLecture,Biology,12,BIOL,496,16,48570,634,Sarah Bittick,NA,Westchester,Other
Applied Ecology ResearchLecture,Biology,12,BIOL,518,1,45626,634,Sarah Bittick,NA,Westchester,Other
Marine Biology ResearchLecture,Biology,12,BIOL,522,1,45629,461,Maria Vasquez,NA,Westchester,Other
Marine Conservation ResearchLecture,Biology,12,BIOL,523,1,46483,147,Cory Evans,NA,Westchester,Other
Marine Physiology ResearchLecture,Biology,12,BIOL,525,1,45630,147,Cory Evans,NA,Westchester,Other
Devel Genetics RsrchLecture,Biology,12,BIOL,531,1,45631,492,Maxellende Ezin,NA,Westchester,Other
Drosophila Genetics ResearchLecture,Biology,12,BIOL,532,1,40251,738,Wendy Binder,NA,Westchester,Other
Cardiac Neural Crest ResearchLecture,Biology,12,BIOL,534,1,46484,738,Wendy Binder,NA,Westchester,Other
Functional Morphology ResearchLecture,Biology,12,BIOL,536,1,40323,402,Kristen Covino,NA,Westchester,Other
Vertebrate Paleo ResearchLecture,Biology,12,BIOL,537,1,40687,365,Kam Dahlquist,NA,Westchester,Other
Avian Biology ResearchLecture,Biology,12,BIOL,552,1,45632,517,Michelle Lum,NA,Westchester,Other
Bioinformatics & Genomics RschLecture,Biology,12,BIOL,561,1,46485,537,Nancy Fujishige,NA,Westchester,Other
Microbiology ResearchLecture,Biology,12,BIOL,562,1,43057,574,Philippa Drennan,NA,Westchester,Other
Plant Dev Biol ResearchLecture,Biology,12,BIOL,565,1,45628,517,Michelle Lum,NA,Westchester,Other
Plant ResearchLecture,Biology,12,BIOL,566,1,40324,180,Deepa Dabir,NA,Westchester,Other
Plant-Microbe Interactns RschLecture,Biology,12,BIOL,567,1,46486,105,Carl Urbinati,NA,Westchester,Other
Mitochondrial Biology ResearchLecture,Biology,12,BIOL,575,1,46487,365,Kam Dahlquist,NA,Westchester,Other
Adv Topics in Gene ExpressionLecture,Biology,12,BIOL,584,1,47849,105,Carl Urbinati,W,Westchester,Classroom Based Course
Issues in Biotechnology SeminarSeminar,Biology,12,BIOL,585,1,48571,365,Kam Dahlquist,Th,Westchester,Classroom Based Course
Molecular Cell Biology ResrchLecture,Biology,12,BIOL,586,1,40353,224,Eric Strauss,NA,Westchester,Other
Adv Systems Bio ResearchLecture,Biology,12,BIOL,588,1,44633,,,NA,Westchester,Other
SS: Urban Ecology ResearchLecture,Biology,12,BIOL,598,1,48572,118,Charles Higgins,NA,Westchester,Other
SS: Evolutionary Ecology RschLecture,Biology,12,BIOL,598,2,48573,118,Charles Higgins,NA,Westchester,Other
SS: Personal FinanceLecture,Business Administration,9,BADM,1098,1,48017,118,Charles Higgins,M,Westchester,Classroom Based Course
SS: Personal FinanceLecture,Business Administration,9,BADM,1098,2,48018,754,Ying Sai,T,Westchester,Classroom Based Course
SS: Personal FinanceLecture,Business Administration,9,BADM,1098,3,48660,,,W,Westchester,Classroom Based Course
SS: Business StatisticsLecture,Business Administration,9,BADM,598,1,46186,300,Jeffrey Anderson,T,Westchester,Classroom Based Course
SS: Financial/Managerial AcctLecture,Business Administration,9,BADM,598,2,47022,560,Pamela Sklar,W,Westchester,Classroom Based Course
SS: Marketing ManagementLecture,Business Administration,9,BADM,598,3,46188,676,Sung Sohn,M,Westchester,Classroom Based Course
SS: Mgmt & Organizational BhvrLecture,Business Administration,9,BADM,598,4,47024,274,Ingrid Greene,Th,Westchester,Classroom Based Course
SS: Business EconomicsLecture,Business Administration,9,BADM,598,5,46210,,,M,Westchester,Classroom Based Course
Managing People & OrgsLecture,Business Administration,64,MBAA,6010,1,46715,603,Robert Kritzler,T,Westchester,Classroom Based Course
Financial/Managerial AcctLecture,Business Administration,9,BADM,602,1,46724,603,Robert Kritzler,W,Westchester,Classroom Based Course
Fincl & Mgrl AccountingLecture,Business Administration,64,MBAA,6020,1,41476,754,Ying Sai,T,Westchester,Classroom Based Course
Fincl & Mgrl AccountingLecture,Business Administration,64,MBAA,6020,2,46081,676,Sung Sohn,Th,Westchester,Classroom Based Course
Business StatisticsLecture,Business Administration,9,BADM,603,1,44929,676,Sung Sohn,T,Westchester,Classroom Based Course
Global Econ Struct & SystemsLecture,Business Administration,64,MBAA,6030,1,41478,676,Sung Sohn,T,Westchester,Classroom Based Course
Global Econ Struct & SystemsLecture,Business Administration,64,MBAA,6030,2,46082,50,Andrew Rohm,Th,Westchester,Classroom Based Course
Business EconomicsLecture,Business Administration,9,BADM,604,1,44930,,,M,Westchester,Classroom Based Course
Manage Mrkts & Cust RelatnshpsLecture,Business Administration,64,MBAA,6040,1,41480,560,Pamela Sklar,T,Westchester,Classroom Based Course
Manage Mrkts & Cust RelatnshpsLecture,Business Administration,64,MBAA,6040,2,46083,759,Yu Hui Lai,Th,Westchester,Classroom Based Course
Mgmt & Organizational BehaviorLecture,Business Administration,9,BADM,605,1,46726,759,Yu Hui Lai,Th,Westchester,Classroom Based Course
Managing OperationsLecture,Business Administration,64,MBAA,6050,1,41482,300,Jeffrey Anderson,T,Westchester,Classroom Based Course
Managing OperationsLecture,Business Administration,64,MBAA,6050,2,46084,196,Dong Chen,Th,Westchester,Classroom Based Course
Marketing ManagementLecture,Business Administration,9,BADM,606,1,44932,172,David Moore,M,Westchester,Classroom Based Course
Strategic ManagementLecture,Business Administration,64,MBAA,6060,1,46716,498,Melissa Gerber,T,Westchester,Classroom Based Course
Managing Financial ResourcesLecture,Business Administration,64,MBAA,6070,1,46717,39,Ana Gadh,Th,Westchester,Classroom Based Course
"Data, Models, and DecisionsLecture",Business Administration,64,MBAA,6080,1,46718,598,Robbie Nakatsu,Th,Westchester,Classroom Based Course
Managing Information SystemsLecture,Business Administration,64,MBAA,6090,1,42773,716,Tony Kmetty,T,Westchester,Classroom Based Course
Managing Information SystemsLecture,Business Administration,64,MBAA,6090,2,46085,758,Youyou Tao,Th,Westchester,Classroom Based Course
Intro Business & CommunicatnsWorkshop,Business Administration,9,BADM,611,1,44934,364,Kala Seal,W,Westchester,Classroom Based Course
SS: Programming for Data MgmtLecture,Business Analytics,14,BSAN,5998,1,46042,364,Kala Seal,Th,Westchester,Classroom Based Course
SS: Data Models Decn AnalyticsLecture,Business Analytics,14,BSAN,5998,2,46043,433,Linda Leon,T,Westchester,Classroom Based Course
